TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,December,INDIA,FREIGHT ON BOARD PRICE,372,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,December,INDIA,FREIGHT ON BOARD PRICE,1075,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,January,INDIA,FREIGHT ON BOARD PRICE,380,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,January,INDIA,FREIGHT ON BOARD PRICE,340,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,January,INDIA,FREIGHT ON BOARD PRICE,282,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,January,INDIA,FREIGHT ON BOARD PRICE,384,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,January,INDIA,FREIGHT ON BOARD PRICE,1075,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,February,INDIA,FREIGHT ON BOARD PRICE,393,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,February,INDIA,FREIGHT ON BOARD PRICE,367,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,February,INDIA,FREIGHT ON BOARD PRICE,270,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,February,INDIA,FREIGHT ON BOARD PRICE,388,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,February,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,March,INDIA,FREIGHT ON BOARD PRICE,406,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,March,INDIA,FREIGHT ON BOARD PRICE,366,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,March,INDIA,FREIGHT ON BOARD PRICE,283,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,March,INDIA,FREIGHT ON BOARD PRICE,385,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,March,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,April,INDIA,FREIGHT ON BOARD PRICE,405,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,April,INDIA,FREIGHT ON BOARD PRICE,365,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,April,INDIA,FREIGHT ON BOARD PRICE,281,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,April,INDIA,FREIGHT ON BOARD PRICE,379,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,April,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,May,INDIA,FREIGHT ON BOARD PRICE,394,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,May,INDIA,FREIGHT ON BOARD PRICE,360,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,May,INDIA,FREIGHT ON BOARD PRICE,279,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,May,INDIA,FREIGHT ON BOARD PRICE,370,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,May,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,June,INDIA,FREIGHT ON BOARD PRICE,386,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,June,INDIA,FREIGHT ON BOARD PRICE,360,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,June,INDIA,FREIGHT ON BOARD PRICE,275,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,June,INDIA,FREIGHT ON BOARD PRICE,365,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,June,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,July,INDIA,FREIGHT ON BOARD PRICE,385,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,July,INDIA,FREIGHT ON BOARD PRICE,355,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,July,INDIA,FREIGHT ON BOARD PRICE,275,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,July,INDIA,FREIGHT ON BOARD PRICE,357,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,July,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,378.5,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,348.67,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,281.33,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,374.17,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2020,MARKETING,INDIA,FREIGHT ON BOARD PRICE,1120.83,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,August,INDIA,FREIGHT ON BOARD PRICE,376,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,August,INDIA,FREIGHT ON BOARD PRICE,346,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,August,INDIA,FREIGHT ON BOARD PRICE,278,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,August,INDIA,FREIGHT ON BOARD PRICE,353,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,August,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,September,INDIA,FREIGHT ON BOARD PRICE,363,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,September,INDIA,FREIGHT ON BOARD PRICE,341,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,September,INDIA,FREIGHT ON BOARD PRICE,279,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,September,INDIA,FREIGHT ON BOARD PRICE,354,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,September,INDIA,FREIGHT ON BOARD PRICE,1125,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,October,INDIA,FREIGHT ON BOARD PRICE,354,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,October,INDIA,FREIGHT ON BOARD PRICE,344,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,October,INDIA,FREIGHT ON BOARD PRICE,285,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,October,INDIA,FREIGHT ON BOARD PRICE,360,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,October,INDIA,FREIGHT ON BOARD PRICE,1175,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,November,INDIA,FREIGHT ON BOARD PRICE,348,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,November,INDIA,FREIGHT ON BOARD PRICE,335,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,November,INDIA,FREIGHT ON BOARD PRICE,285,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,November,INDIA,FREIGHT ON BOARD PRICE,361,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,November,INDIA,FREIGHT ON BOARD PRICE,1231,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,December,INDIA,FREIGHT ON BOARD PRICE,340,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,December,INDIA,FREIGHT ON BOARD PRICE,323,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,December,INDIA,FREIGHT ON BOARD PRICE,279,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,December,INDIA,FREIGHT ON BOARD PRICE,350,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,December,INDIA,FREIGHT ON BOARD PRICE,1250,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,January,INDIA,FREIGHT ON BOARD PRICE,347,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,January,INDIA,FREIGHT ON BOARD PRICE,331,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,January,INDIA,FREIGHT ON BOARD PRICE,288,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,January,INDIA,FREIGHT ON BOARD PRICE,370,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,January,INDIA,FREIGHT ON BOARD PRICE,1250,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,February,INDIA,FREIGHT ON BOARD PRICE,350,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,February,INDIA,FREIGHT ON BOARD PRICE,335,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,February,INDIA,FREIGHT ON BOARD PRICE,305,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,February,INDIA,FREIGHT ON BOARD PRICE,375,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,February,INDIA,FREIGHT ON BOARD PRICE,1250,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,March,INDIA,FREIGHT ON BOARD PRICE,350,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,March,INDIA,FREIGHT ON BOARD PRICE,335,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,March,INDIA,FREIGHT ON BOARD PRICE,315,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,March,INDIA,FREIGHT ON BOARD PRICE,370,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,March,INDIA,FREIGHT ON BOARD PRICE,1250,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,April,INDIA,FREIGHT ON BOARD PRICE,343,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,April,INDIA,FREIGHT ON BOARD PRICE,328,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,April,INDIA,FREIGHT ON BOARD PRICE,330,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,April,INDIA,FREIGHT ON BOARD PRICE,370,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,April,INDIA,FREIGHT ON BOARD PRICE,1400,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,May,INDIA,FREIGHT ON BOARD PRICE,331,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,May,INDIA,FREIGHT ON BOARD PRICE,321,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,May,INDIA,FREIGHT ON BOARD PRICE,326,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,May,INDIA,FREIGHT ON BOARD PRICE,354,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,May,INDIA,FREIGHT ON BOARD PRICE,1393,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,June,INDIA,FREIGHT ON BOARD PRICE,334,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,June,INDIA,FREIGHT ON BOARD PRICE,324,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,June,INDIA,FREIGHT ON BOARD PRICE,326,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,June,INDIA,FREIGHT ON BOARD PRICE,361,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,June,INDIA,FREIGHT ON BOARD PRICE,1405,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,July,INDIA,FREIGHT ON BOARD PRICE,343,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,July,INDIA,FREIGHT ON BOARD PRICE,333,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,July,INDIA,FREIGHT ON BOARD PRICE,331,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,July,INDIA,FREIGHT ON BOARD PRICE,368,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,July,INDIA,FREIGHT ON BOARD PRICE,1403,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,348.25,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,333,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,302.25,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,362.17,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2021,MARKETING,INDIA,FREIGHT ON BOARD PRICE,1271.42,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,August,INDIA,FREIGHT ON BOARD PRICE,345,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,August,INDIA,FREIGHT ON BOARD PRICE,335,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,August,INDIA,FREIGHT ON BOARD PRICE,335,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,August,INDIA,FREIGHT ON BOARD PRICE,1500,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,September,INDIA,FREIGHT ON BOARD PRICE,369,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,September,INDIA,FREIGHT ON BOARD PRICE,355,DOLLARS PER METRIC TON
